"customer_id","no_of_days_rented","case"
448,"8 days 19:02:00","REMINDER EMAIL TO CUSTOMER"
226,"3 days 04:31:00","NO ACTION"
148,"1 day 22:59:00","NO ACTION"
279,"9 days 00:59:00","REMINDER EMAIL TO CUSTOMER"
287,"5 days 00:45:00","NO ACTION"
78,"1 day 21:05:00","NO ACTION"
366,"4 days 19:28:00","NO ACTION"
340,"5 days 00:28:00","NO ACTION"
599,"3 days 22:56:00","NO ACTION"
395,"3 days 20:38:00","NO ACTION"
349,"8 days 21:31:00","REMINDER EMAIL TO CUSTOMER"
236,"8 days 05:23:00","REMINDER EMAIL TO CUSTOMER"
548,"9 days 02:11:00","REMINDER EMAIL TO CUSTOMER"
552,"1 day 22:21:00","NO ACTION"
403,"1 day 05:57:00","NO ACTION"
216,"20:20:00","NO ACTION"
275,"3 days 02:34:00","NO ACTION"
474,"3 days 18:59:00","NO ACTION"
289,"5 days 23:16:00","NO ACTION"
439,"8 days 04:41:00","REMINDER EMAIL TO CUSTOMER"
154,"2 days 18:06:00","NO ACTION"
482,"1 day 20:12:00","NO ACTION"
408,"4 days 22:39:00","NO ACTION"
448,NULL,"NO ACTION"
35,"1 day 22:51:00","NO ACTION"
139,"3 days 20:36:00","NO ACTION"
124,"3 days 20:24:00","NO ACTION"
521,"7 days 22:50:00","NO ACTION"
226,"21:12:00","NO ACTION"
333,"4 days 19:14:00","NO ACTION"
60,NULL,"NO ACTION"
421,"4 days 01:38:00","NO ACTION"
2,"7 days 01:37:00","NO ACTION"
213,"8 days 01:12:00","REMINDER EMAIL TO CUSTOMER"
277,"2 days 00:29:00","NO ACTION"
284,"5 days 18:10:00","NO ACTION"
153,"4 days 19:58:00","NO ACTION"
81,"6 days 05:59:00","NO ACTION"
235,"7 days 21:38:00","NO ACTION"
303,"8 days 01:37:00","REMINDER EMAIL TO CUSTOMER"
195,"8 days 20:50:00","REMINDER EMAIL TO CUSTOMER"
362,"6 days 23:01:00","NO ACTION"
155,"23:14:00","NO ACTION"
137,"7 days 19:38:00","NO ACTION"
328,"5 days 01:48:00","NO ACTION"
288,"2 days 02:23:00","NO ACTION"
473,"5 days 00:01:00","NO ACTION"
339,"5 days 05:01:00","NO ACTION"
362,"9 days 01:07:00","REMINDER EMAIL TO CUSTOMER"
355,NULL,"NO ACTION"
490,"4 days 03:56:00","NO ACTION"
1,"1 day 01:57:00","NO ACTION"
116,"9 days 04:24:00","REMINDER EMAIL TO CUSTOMER"
529,"2 days 00:46:00","NO ACTION"
435,"3 days 05:15:00","NO ACTION"
523,"4 days 04:04:00","NO ACTION"
69,"7 days 05:43:00","NO ACTION"
570,"5 days 20:49:00","NO ACTION"
361,NULL,"NO ACTION"
372,"3 days 05:01:00","NO ACTION"
149,"6 days 23:05:00","NO ACTION"
411,"8 days 20:54:00","REMINDER EMAIL TO CUSTOMER"
413,"4 days 04:55:00","NO ACTION"
252,"4 days 23:50:00","NO ACTION"
400,"18:14:00","NO ACTION"
15,"2 days 02:07:00","NO ACTION"
389,"6 days 04:36:00","NO ACTION"
396,"4 days 00:11:00","NO ACTION"
279,"9 days 00:01:00","REMINDER EMAIL TO CUSTOMER"
491,"21:56:00","NO ACTION"
71,"7 days 20:47:00","NO ACTION"
211,"1 day 01:07:00","NO ACTION"
332,"6 days 01:06:00","NO ACTION"
117,"6 days 03:19:00","NO ACTION"
560,"3 days 03:51:00","NO ACTION"
370,"3 days 19:12:00","NO ACTION"
38,"6 days 22:05:00","NO ACTION"
139,"7 days 23:27:00","NO ACTION"
279,"3 days 01:56:00","NO ACTION"
397,"9 days 01:53:00","REMINDER EMAIL TO CUSTOMER"
317,"8 days 19:48:00","REMINDER EMAIL TO CUSTOMER"
396,"8 days 18:22:00","REMINDER EMAIL TO CUSTOMER"
154,"7 days 05:07:00","NO ACTION"
156,"6 days 19:29:00","NO ACTION"
303,"4 days 00:57:00","NO ACTION"
441,"8 days 03:19:00","REMINDER EMAIL TO CUSTOMER"
546,"1 day 18:10:00","NO ACTION"
92,"5 days 01:34:00","NO ACTION"
454,"2 days 19:24:00","NO ACTION"
533,"4 days 00:58:00","NO ACTION"
184,"8 days 18:17:00","REMINDER EMAIL TO CUSTOMER"
505,"6 days 00:14:00","NO ACTION"
278,"22:55:00","NO ACTION"
94,"4 days 20:24:00","NO ACTION"
169,"1 day 02:36:00","NO ACTION"
231,"1 day 05:33:00","NO ACTION"
90,"4 days 22:43:00","NO ACTION"
362,"7 days 19:18:00","NO ACTION"
188,"7 days 18:55:00","NO ACTION"
78,"3 days 05:52:00","NO ACTION"
53,"4 days 18:21:00","NO ACTION"
211,"4 days 04:11:00","NO ACTION"
142,"2 days 04:46:00","NO ACTION"
250,"5 days 22:12:00","NO ACTION"
314,"2 days 00:30:00","NO ACTION"
534,"6 days 02:56:00","NO ACTION"
215,"5 days 01:26:00","NO ACTION"
580,"4 days 04:23:00","NO ACTION"
410,"8 days 04:37:00","REMINDER EMAIL TO CUSTOMER"
52,"1 day 18:26:00","NO ACTION"
62,"7 days 01:46:00","NO ACTION"
52,"8 days 02:38:00","REMINDER EMAIL TO CUSTOMER"
503,"18:21:00","NO ACTION"
594,"1 day 01:57:00","NO ACTION"
1,"5 days 05:34:00","NO ACTION"
426,"1 day 02:20:00","NO ACTION"
88,"9 days 04:49:00","REMINDER EMAIL TO CUSTOMER"
319,"5 days 04:53:00","NO ACTION"
546,"1 day 18:20:00","NO ACTION"
590,"5 days 18:33:00","NO ACTION"
156,"1 day 01:07:00","NO ACTION"
494,"7 days 05:36:00","NO ACTION"
551,"6 days 19:39:00","NO ACTION"
262,"6 days 19:07:00","NO ACTION"
404,"8 days 02:39:00","REMINDER EMAIL TO CUSTOMER"
418,"21:47:00","NO ACTION"
43,"7 days 00:30:00","NO ACTION"
404,"3 days 04:37:00","NO ACTION"
567,"2 days 03:26:00","NO ACTION"
354,"7 days 20:34:00","NO ACTION"
384,"6 days 00:05:00","NO ACTION"
467,"8 days 04:42:00","REMINDER EMAIL TO CUSTOMER"
454,"6 days 20:06:00","NO ACTION"
513,"9 days 03:34:00","REMINDER EMAIL TO CUSTOMER"
292,"2 days 00:24:00","NO ACTION"
309,"8 days 03:26:00","REMINDER EMAIL TO CUSTOMER"
327,"7 days 01:29:00","NO ACTION"
218,"4 days 00:40:00","NO ACTION"
177,"5 days 22:41:00","NO ACTION"
435,"4 days 18:52:00","NO ACTION"
180,"4 days 05:42:00","NO ACTION"
352,"3 days 02:02:00","NO ACTION"
388,"9 days 00:23:00","REMINDER EMAIL TO CUSTOMER"
117,"1 day 03:27:00","NO ACTION"
187,"9 days 01:08:00","REMINDER EMAIL TO CUSTOMER"
151,"4 days 21:10:00","NO ACTION"
232,"2 days 18:44:00","NO ACTION"
499,"8 days 05:36:00","REMINDER EMAIL TO CUSTOMER"
463,"2 days 19:51:00","NO ACTION"
418,"5 days 21:13:00","NO ACTION"
422,"4 days 22:02:00","NO ACTION"
78,"6 days 03:39:00","NO ACTION"
440,"8 days 00:27:00","REMINDER EMAIL TO CUSTOMER"
460,"19:22:00","NO ACTION"
94,"1 day 01:20:00","NO ACTION"
445,"7 days 20:59:00","NO ACTION"
114,"3 days 00:39:00","NO ACTION"
160,"2 days 22:09:00","NO ACTION"
21,"1 day 02:05:00","NO ACTION"
512,"1 day 03:27:00","NO ACTION"
204,"1 day 19:00:00","NO ACTION"
15,"7 days 20:02:00","NO ACTION"
314,"9 days 02:03:00","REMINDER EMAIL TO CUSTOMER"
268,"2 days 03:30:00","NO ACTION"
513,"4 days 00:06:00","NO ACTION"
210,"1 day 03:14:00","NO ACTION"
266,"2 days 00:02:00","NO ACTION"
441,NULL,"NO ACTION"
148,"5 days 02:32:00","NO ACTION"
224,"2 days 02:01:00","NO ACTION"
425,"4 days 02:11:00","NO ACTION"
417,"3 days 00:58:00","NO ACTION"
177,"5 days 22:56:00","NO ACTION"
547,"1 day 03:14:00","NO ACTION"
248,"8 days 01:28:00","REMINDER EMAIL TO CUSTOMER"
379,"21:23:00","NO ACTION"
421,"8 days 22:26:00","REMINDER EMAIL TO CUSTOMER"
91,"1 day 03:25:00","NO ACTION"
299,"2 days 02:13:00","NO ACTION"
346,"8 days 19:13:00","REMINDER EMAIL TO CUSTOMER"
482,"4 days 23:11:00","NO ACTION"
82,"9 days 01:52:00","REMINDER EMAIL TO CUSTOMER"
461,"8 days 03:50:00","REMINDER EMAIL TO CUSTOMER"
347,"1 day 20:14:00","NO ACTION"
340,"4 days 23:43:00","NO ACTION"
569,"7 days 00:51:00","NO ACTION"
175,"3 days 19:47:00","NO ACTION"
299,"9 days 05:38:00","REMINDER EMAIL TO CUSTOMER"
304,"9 days 04:10:00","REMINDER EMAIL TO CUSTOMER"
329,"2 days 23:23:00","NO ACTION"
258,"7 days 03:53:00","NO ACTION"
423,"1 day 19:16:00","NO ACTION"
51,"3 days 18:22:00","NO ACTION"
71,"7 days 00:49:00","NO ACTION"
286,"3 days 23:26:00","NO ACTION"
366,"7 days 18:25:00","NO ACTION"
116,"3 days 05:09:00","NO ACTION"
349,"3 days 00:25:00","NO ACTION"
155,"3 days 00:11:00","NO ACTION"
540,"2 days 23:24:00","NO ACTION"
273,"6 days 00:46:00","NO ACTION"
404,"1 day 18:59:00","NO ACTION"
503,"1 day 01:57:00","NO ACTION"
156,"4 days 05:42:00","NO ACTION"
349,NULL,"NO ACTION"
80,"2 days 01:40:00","NO ACTION"
289,"6 days 22:57:00","NO ACTION"
154,"7 days 20:38:00","NO ACTION"
244,"8 days 01:34:00","REMINDER EMAIL TO CUSTOMER"
106,"21:43:00","NO ACTION"
284,"4 days 03:08:00","NO ACTION"
151,"7 days 23:46:00","NO ACTION"
460,"5 days 20:26:00","NO ACTION"
118,"1 day 04:56:00","NO ACTION"
128,"7 days 21:31:00","NO ACTION"
357,"3 days 21:00:00","NO ACTION"
193,"5 days 01:33:00","NO ACTION"
472,NULL,"NO ACTION"
546,"5 days 18:30:00","NO ACTION"
584,"8 days 01:43:00","REMINDER EMAIL TO CUSTOMER"
63,"5 days 22:37:00","NO ACTION"
516,"1 day 05:22:00","NO ACTION"
21,NULL,"NO ACTION"
226,"4 days 05:45:00","NO ACTION"
380,"6 days 18:46:00","NO ACTION"
241,"7 days 04:30:00","NO ACTION"
348,"8 days 19:54:00","REMINDER EMAIL TO CUSTOMER"
541,"9 days 05:51:00","REMINDER EMAIL TO CUSTOMER"
328,"5 days 00:27:00","NO ACTION"
46,"1 day 23:58:00","NO ACTION"
574,"6 days 05:00:00","NO ACTION"
471,"9 days 04:10:00","REMINDER EMAIL TO CUSTOMER"
265,"4 days 04:32:00","NO ACTION"
153,"2 days 04:32:00","NO ACTION"
304,"7 days 05:56:00","NO ACTION"
308,"5 days 23:18:00","NO ACTION"
68,"5 days 19:05:00","NO ACTION"
488,"6 days 05:14:00","NO ACTION"
111,"3 days 02:13:00","NO ACTION"
362,"5 days 02:31:00","NO ACTION"
197,"7 days 23:32:00","NO ACTION"
575,"5 days 18:58:00","NO ACTION"
182,"5 days 20:56:00","NO ACTION"
525,NULL,"NO ACTION"
445,"3 days 05:48:00","NO ACTION"
571,"3 days 04:40:00","NO ACTION"
323,"3 days 22:23:00","NO ACTION"
347,"6 days 03:13:00","NO ACTION"
569,"3 days 03:18:00","NO ACTION"
147,"7 days 00:39:00","NO ACTION"
52,"8 days 21:32:00","REMINDER EMAIL TO CUSTOMER"
449,"6 days 21:07:00","NO ACTION"
384,"8 days 22:57:00","REMINDER EMAIL TO CUSTOMER"
500,"3 days 23:26:00","NO ACTION"
148,"5 days 03:20:00","NO ACTION"
259,"9 days 03:17:00","REMINDER EMAIL TO CUSTOMER"
67,"18:16:00","NO ACTION"
129,"7 days 00:50:00","NO ACTION"
120,"6 days 23:03:00","NO ACTION"
529,"7 days 01:58:00","NO ACTION"
378,"5 days 23:35:00","NO ACTION"
310,"6 days 19:32:00","NO ACTION"
201,"7 days 19:29:00","NO ACTION"
157,"5 days 05:35:00","NO ACTION"
244,"6 days 00:16:00","NO ACTION"
581,"6 days 00:12:00","NO ACTION"
59,"8 days 00:59:00","REMINDER EMAIL TO CUSTOMER"
94,"3 days 05:13:00","NO ACTION"
387,"1 day 19:13:00","NO ACTION"
518,"3 days 22:48:00","NO ACTION"
544,"3 days 19:49:00","NO ACTION"
542,"8 days 21:15:00","REMINDER EMAIL TO CUSTOMER"
363,"8 days 04:07:00","REMINDER EMAIL TO CUSTOMER"
334,"7 days 18:57:00","NO ACTION"
29,"7 days 05:42:00","NO ACTION"
278,"20:45:00","NO ACTION"
138,"1 day 19:34:00","NO ACTION"
186,"6 days 22:57:00","NO ACTION"
58,"3 days 20:55:00","NO ACTION"
198,"1 day 22:53:00","NO ACTION"
172,"7 days 22:42:00","NO ACTION"
415,"3 days 00:26:00","NO ACTION"
437,"4 days 18:21:00","NO ACTION"
509,"4 days 02:05:00","NO ACTION"
482,"1 day 21:24:00","NO ACTION"
411,"6 days 18:43:00","NO ACTION"
29,"5 days 19:54:00","NO ACTION"
92,"1 day 19:53:00","NO ACTION"
594,"1 day 00:45:00","NO ACTION"
161,"2 days 04:52:00","NO ACTION"
186,"4 days 21:53:00","NO ACTION"
242,"2 days 02:42:00","NO ACTION"
167,"6 days 00:38:00","NO ACTION"
375,"6 days 02:20:00","NO ACTION"
335,"2 days 01:37:00","NO ACTION"
97,"1 day 03:37:00","NO ACTION"
165,"4 days 20:23:00","NO ACTION"
277,"9 days 05:24:00","REMINDER EMAIL TO CUSTOMER"
325,"3 days 21:30:00","NO ACTION"
508,"7 days 04:54:00","NO ACTION"
329,"1 day 20:16:00","NO ACTION"
454,"5 days 20:22:00","NO ACTION"
141,"1 day 20:38:00","NO ACTION"
373,"8 days 18:12:00","REMINDER EMAIL TO CUSTOMER"
14,"8 days 22:10:00","REMINDER EMAIL TO CUSTOMER"
434,"6 days 05:36:00","NO ACTION"
144,"6 days 23:29:00","NO ACTION"
504,"2 days 23:16:00","NO ACTION"
450,"3 days 04:15:00","NO ACTION"
267,"4 days 20:00:00","NO ACTION"
100,NULL,"NO ACTION"
506,"8 days 20:40:00","REMINDER EMAIL TO CUSTOMER"
296,"6 days 23:17:00","NO ACTION"
139,"2 days 01:42:00","NO ACTION"
257,"1 day 21:12:00","NO ACTION"
66,"6 days 00:20:00","NO ACTION"
478,"6 days 19:00:00","NO ACTION"
37,"8 days 02:25:00","REMINDER EMAIL TO CUSTOMER"
139,"2 days 23:59:00","NO ACTION"
341,"1 day 20:50:00","NO ACTION"
430,"4 days 21:00:00","NO ACTION"
467,"3 days 00:36:00","NO ACTION"
168,"6 days 00:31:00","NO ACTION"
235,"7 days 03:31:00","NO ACTION"
513,"6 days 00:49:00","NO ACTION"
280,"22:36:00","NO ACTION"
234,"9 days 01:44:00","REMINDER EMAIL TO CUSTOMER"
3,"1 day 05:02:00","NO ACTION"
180,"6 days 02:46:00","NO ACTION"
523,"1 day 03:08:00","NO ACTION"
372,"1 day 01:21:00","NO ACTION"
553,"8 days 18:55:00","REMINDER EMAIL TO CUSTOMER"
182,"6 days 04:01:00","NO ACTION"
439,"9 days 02:54:00","REMINDER EMAIL TO CUSTOMER"
161,"4 days 00:16:00","NO ACTION"
474,"3 days 21:40:00","NO ACTION"
19,"1 day 01:42:00","NO ACTION"
27,"3 days 22:26:00","NO ACTION"
102,"4 days 05:06:00","NO ACTION"
167,"18:38:00","NO ACTION"
300,"6 days 00:15:00","NO ACTION"
147,"8 days 23:18:00","REMINDER EMAIL TO CUSTOMER"
374,"6 days 02:29:00","NO ACTION"
44,"3 days 04:53:00","NO ACTION"
125,"2 days 21:11:00","NO ACTION"
503,"2 days 21:06:00","NO ACTION"
20,"5 days 18:53:00","NO ACTION"
288,"4 days 02:17:00","NO ACTION"
564,"6 days 20:39:00","NO ACTION"
63,"9 days 00:53:00","REMINDER EMAIL TO CUSTOMER"
90,"2 days 04:11:00","NO ACTION"
139,"4 days 02:35:00","NO ACTION"
30,"3 days 05:24:00","NO ACTION"
425,"6 days 02:53:00","NO ACTION"
510,"4 days 22:54:00","NO ACTION"
530,"23:36:00","NO ACTION"
461,"1 day 22:12:00","NO ACTION"
373,"3 days 18:14:00","NO ACTION"
568,"5 days 20:04:00","NO ACTION"
441,"3 days 22:28:00","NO ACTION"
541,"9 days 03:55:00","REMINDER EMAIL TO CUSTOMER"
405,"8 days 05:20:00","REMINDER EMAIL TO CUSTOMER"
336,"8 days 22:22:00","REMINDER EMAIL TO CUSTOMER"
567,"5 days 20:57:00","NO ACTION"
535,"7 days 18:02:00","NO ACTION"
287,"5 days 03:35:00","NO ACTION"
503,"6 days 21:32:00","NO ACTION"
197,"3 days 01:07:00","NO ACTION"
540,"2 days 04:31:00","NO ACTION"
133,"1 day 01:58:00","NO ACTION"
313,"6 days 03:09:00","NO ACTION"
137,"5 days 19:23:00","NO ACTION"
397,"5 days 19:10:00","NO ACTION"
287,"22:06:00","NO ACTION"
67,"2 days 21:45:00","NO ACTION"
494,"7 days 20:57:00","NO ACTION"
404,"5 days 05:18:00","NO ACTION"
377,"2 days 04:18:00","NO ACTION"
61,"9 days 01:11:00","REMINDER EMAIL TO CUSTOMER"
582,"8 days 18:35:00","REMINDER EMAIL TO CUSTOMER"
477,"1 day 05:18:00","NO ACTION"
464,"5 days 22:13:00","NO ACTION"
60,"18:37:00","NO ACTION"
424,NULL,"NO ACTION"
202,"3 days 05:03:00","NO ACTION"
33,"7 days 00:33:00","NO ACTION"
475,"4 days 22:42:00","NO ACTION"
88,"8 days 23:19:00","REMINDER EMAIL TO CUSTOMER"
86,"3 days 18:49:00","NO ACTION"
312,"3 days 03:00:00","NO ACTION"
335,"6 days 01:12:00","NO ACTION"
555,"6 days 20:39:00","NO ACTION"
101,"3 days 02:39:00","NO ACTION"
359,"5 days 05:47:00","NO ACTION"
338,"4 days 02:28:00","NO ACTION"
155,"5 days 04:11:00","NO ACTION"
376,"23:04:00","NO ACTION"
447,"4 days 02:36:00","NO ACTION"
588,"7 days 19:08:00","NO ACTION"
72,"4 days 01:20:00","NO ACTION"
119,"1 day 21:10:00","NO ACTION"
160,"4 days 22:42:00","NO ACTION"
424,"4 days 21:36:00","NO ACTION"
121,"9 days 04:42:00","REMINDER EMAIL TO CUSTOMER"
33,"4 days 03:44:00","NO ACTION"
217,"1 day 05:23:00","NO ACTION"
292,"4 days 18:58:00","NO ACTION"
473,"7 days 01:23:00","NO ACTION"
288,"1 day 02:03:00","NO ACTION"
11,"1 day 01:39:00","NO ACTION"
415,"3 days 04:56:00","NO ACTION"
91,"7 days 00:31:00","NO ACTION"
445,"4 days 22:19:00","NO ACTION"
39,"3 days 20:14:00","NO ACTION"
221,"7 days 05:51:00","NO ACTION"
459,"5 days 18:46:00","NO ACTION"
287,"3 days 22:02:00","NO ACTION"
457,"7 days 22:38:00","NO ACTION"
234,"6 days 21:53:00","NO ACTION"
536,"8 days 04:20:00","REMINDER EMAIL TO CUSTOMER"
119,"8 days 03:37:00","REMINDER EMAIL TO CUSTOMER"
393,"5 days 03:53:00","NO ACTION"
137,"3 days 19:23:00","NO ACTION"
22,"7 days 04:45:00","NO ACTION"
284,"5 days 03:50:00","NO ACTION"
435,"1 day 18:09:00","NO ACTION"
241,"3 days 20:15:00","NO ACTION"
50,"5 days 01:59:00","NO ACTION"
237,"7 days 19:22:00","NO ACTION"
414,"8 days 04:40:00","REMINDER EMAIL TO CUSTOMER"
541,"6 days 01:44:00","NO ACTION"
351,"7 days 00:35:00","NO ACTION"
274,"2 days 20:01:00","NO ACTION"
527,"3 days 21:22:00","NO ACTION"
2,"9 days 01:58:00","REMINDER EMAIL TO CUSTOMER"
72,"5 days 23:00:00","NO ACTION"
4,"6 days 00:35:00","NO ACTION"
359,"9 days","REMINDER EMAIL TO CUSTOMER"
537,"2 days 18:17:00","NO ACTION"
161,"4 days 22:35:00","NO ACTION"
463,"7 days 23:38:00","NO ACTION"
123,"9 days 00:03:00","REMINDER EMAIL TO CUSTOMER"
512,"4 days 23:51:00","NO ACTION"
106,"7 days 05:37:00","NO ACTION"
43,"1 day 03:19:00","NO ACTION"
494,"8 days 03:19:00","REMINDER EMAIL TO CUSTOMER"
580,"7 days 03:58:00","NO ACTION"
588,"5 days 01:25:00","NO ACTION"
525,"1 day 20:47:00","NO ACTION"
249,"5 days 20:53:00","NO ACTION"
20,"5 days 03:03:00","NO ACTION"
439,"5 days 05:42:00","NO ACTION"
100,"3 days 23:43:00","NO ACTION"
193,"3 days 01:18:00","NO ACTION"
168,"7 days 00:47:00","NO ACTION"
504,"7 days 21:17:00","NO ACTION"
190,NULL,"NO ACTION"
526,"3 days 04:58:00","NO ACTION"
76,"5 days 18:19:00","NO ACTION"
521,"1 day 05:10:00","NO ACTION"
119,"5 days 20:42:00","NO ACTION"
511,"1 day 02:04:00","NO ACTION"
338,"6 days 22:37:00","NO ACTION"
111,"8 days 19:21:00","REMINDER EMAIL TO CUSTOMER"
380,"4 days 23:42:00","NO ACTION"
115,"9 days 04:30:00","REMINDER EMAIL TO CUSTOMER"
493,"3 days 21:20:00","NO ACTION"
15,"4 days 05:24:00","NO ACTION"
328,"9 days 04:21:00","REMINDER EMAIL TO CUSTOMER"
532,"1 day 21:07:00","NO ACTION"
266,"4 days 18:10:00","NO ACTION"
443,"2 days 20:08:00","NO ACTION"
268,"2 days 20:40:00","NO ACTION"
471,"2 days 03:32:00","NO ACTION"
472,"9 days 04:46:00","REMINDER EMAIL TO CUSTOMER"
104,"2 days 05:20:00","NO ACTION"
461,"4 days 22:28:00","NO ACTION"
478,"7 days 03:15:00","NO ACTION"
398,"6 days 20:24:00","NO ACTION"
84,"1 day 21:49:00","NO ACTION"
75,NULL,"NO ACTION"
216,"4 days 21:06:00","NO ACTION"
40,"3 days 01:17:00","NO ACTION"
332,"4 days 03:09:00","NO ACTION"
508,"8 days 01:48:00","REMINDER EMAIL TO CUSTOMER"
181,"8 days 05:55:00","REMINDER EMAIL TO CUSTOMER"
159,"4 days 00:08:00","NO ACTION"
396,"7 days 04:34:00","NO ACTION"
216,"3 days 03:55:00","NO ACTION"
374,"1 day 18:03:00","NO ACTION"
301,"9 days 01:30:00","REMINDER EMAIL TO CUSTOMER"
374,"21:23:00","NO ACTION"
568,"4 days 00:27:00","NO ACTION"
317,"4 days 04:07:00","NO ACTION"
489,"4 days 23:36:00","NO ACTION"
524,"8 days 19:08:00","REMINDER EMAIL TO CUSTOMER"
442,"21:31:00","NO ACTION"
267,"7 days 22:41:00","NO ACTION"
588,"3 days 02:27:00","NO ACTION"
332,"6 days 19:17:00","NO ACTION"
410,"5 days 20:53:00","NO ACTION"
562,"5 days 03:42:00","NO ACTION"
166,"9 days 03:33:00","REMINDER EMAIL TO CUSTOMER"
574,"1 day 21:24:00","NO ACTION"
344,"3 days 03:24:00","NO ACTION"
166,"1 day 23:14:00","NO ACTION"
90,"1 day 05:35:00","NO ACTION"
139,"8 days 00:02:00","REMINDER EMAIL TO CUSTOMER"
544,"9 days 03:16:00","REMINDER EMAIL TO CUSTOMER"
128,"6 days 04:00:00","NO ACTION"
253,"2 days 03:34:00","NO ACTION"
390,"4 days 21:58:00","NO ACTION"
541,"4 days 18:04:00","NO ACTION"
81,"6 days 21:17:00","NO ACTION"
224,"2 days 00:07:00","NO ACTION"
54,"8 days 22:16:00","REMINDER EMAIL TO CUSTOMER"
151,"1 day 03:37:00","NO ACTION"
48,"6 days 18:11:00","NO ACTION"
63,"20:43:00","NO ACTION"
466,"3 days 04:26:00","NO ACTION"
187,"2 days 19:34:00","NO ACTION"
5,"3 days 01:08:00","NO ACTION"
197,"1 day 19:18:00","NO ACTION"
228,NULL,"NO ACTION"
416,"7 days 05:20:00","NO ACTION"
557,"2 days 05:41:00","NO ACTION"
148,"1 day 19:07:00","NO ACTION"
70,"6 days 22:55:00","NO ACTION"
501,"4 days 01:17:00","NO ACTION"
11,"21:22:00","NO ACTION"
337,"6 days 21:41:00","NO ACTION"
364,"5 days 05:44:00","NO ACTION"
308,"8 days 19:34:00","REMINDER EMAIL TO CUSTOMER"
271,"5 days 19:29:00","NO ACTION"
298,"4 days 00:36:00","NO ACTION"
100,"8 days 04:31:00","REMINDER EMAIL TO CUSTOMER"
250,"9 days 03:45:00","REMINDER EMAIL TO CUSTOMER"
20,"3 days 00:50:00","NO ACTION"
444,"7 days 20:57:00","NO ACTION"
143,"4 days 18:16:00","NO ACTION"
285,"1 day 02:53:00","NO ACTION"
453,"2 days 23:10:00","NO ACTION"
333,"1 day 00:01:00","NO ACTION"
209,"2 days 03:42:00","NO ACTION"
84,"5 days 19:58:00","NO ACTION"
198,"5 days 18:37:00","NO ACTION"
223,"8 days 01:52:00","REMINDER EMAIL TO CUSTOMER"
293,"2 days 22:32:00","NO ACTION"
488,"4 days 18:43:00","NO ACTION"
274,"2 days 03:02:00","NO ACTION"
140,"5 days 01:29:00","NO ACTION"
298,"6 days 03:54:00","NO ACTION"
324,"7 days 19:38:00","NO ACTION"
440,"1 day 18:12:00","NO ACTION"
512,"6 days 02:43:00","NO ACTION"
124,"22:57:00","NO ACTION"
153,"1 day 05:45:00","NO ACTION"
301,"4 days 03:07:00","NO ACTION"
275,"1 day 22:50:00","NO ACTION"
262,"5 days 20:50:00","NO ACTION"
59,"7 days 05:57:00","NO ACTION"
422,"6 days 02:33:00","NO ACTION"
422,"8 days 00:05:00","REMINDER EMAIL TO CUSTOMER"
515,"1 day 01:07:00","NO ACTION"
597,"1 day 00:03:00","NO ACTION"
490,"1 day 00:50:00","NO ACTION"
217,"8 days 23:51:00","REMINDER EMAIL TO CUSTOMER"
472,"2 days 05:54:00","NO ACTION"
363,"7 days 05:30:00","NO ACTION"
317,"5 days 05:30:00","NO ACTION"
543,"5 days 02:45:00","NO ACTION"
163,NULL,"NO ACTION"
219,"9 days 01:49:00","REMINDER EMAIL TO CUSTOMER"
393,"6 days 18:11:00","NO ACTION"
233,"2 days 05:08:00","NO ACTION"
74,"6 days 20:51:00","NO ACTION"
535,"6 days 20:46:00","NO ACTION"
475,"4 days 04:05:00","NO ACTION"
513,"8 days 02:54:00","REMINDER EMAIL TO CUSTOMER"
404,"9 days 00:36:00","REMINDER EMAIL TO CUSTOMER"
494,"3 days 19:39:00","NO ACTION"
337,"6 days 03:11:00","NO ACTION"
263,NULL,"NO ACTION"
108,NULL,"NO ACTION"
186,"8 days 04:31:00","REMINDER EMAIL TO CUSTOMER"
55,"1 day 19:39:00","NO ACTION"
327,NULL,"NO ACTION"
1,"6 days 03:08:00","NO ACTION"
381,"19:47:00","NO ACTION"
399,"3 days 03:05:00","NO ACTION"
454,"4 days 03:13:00","NO ACTION"
320,"1 day 22:29:00","NO ACTION"
390,"8 days 02:15:00","REMINDER EMAIL TO CUSTOMER"
112,"5 days 04:36:00","NO ACTION"
529,"4 days 23:25:00","NO ACTION"
340,"4 days 18:23:00","NO ACTION"
598,"6 days 05:44:00","NO ACTION"
329,"4 days 03:15:00","NO ACTION"
141,"2 days 03:06:00","NO ACTION"
360,"1 day 20:36:00","NO ACTION"
176,"9 days 00:19:00","REMINDER EMAIL TO CUSTOMER"
280,"2 days 23:23:00","NO ACTION"
333,"1 day 19:04:00","NO ACTION"
412,NULL,"NO ACTION"
1,"7 days 05:48:00","NO ACTION"
422,"4 days 22:38:00","NO ACTION"
512,"6 days 22:18:00","NO ACTION"
60,"2 days 18:02:00","NO ACTION"
188,"2 days 04:49:00","NO ACTION"
407,"5 days 21:14:00","NO ACTION"
384,"2 days 03:06:00","NO ACTION"
263,"2 days 05:06:00","NO ACTION"
178,"3 days 04:13:00","NO ACTION"
93,"6 days 22:00:00","NO ACTION"
74,"18:57:00","NO ACTION"
58,NULL,"NO ACTION"
